鄉鎮市區,土地移轉總面積平方公尺,建物移轉總面積平方公尺,單價每平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,車位移轉總面積平方公尺,車位總價元,屋齡,建築完成年,交易年,總價元,中山區,中正區,信義區,內湖區,北投區,南港區,士林區,大同區,大安區,文山區,松山區,萬華區
大同區,12.75,130.49,183922,3,2,2,9.57,0,4,102,106,2400,0,0,0,0,0,0,0,1,0,0,0,0
中正區,52.79,214.71,323433,4,2,2,18.75,2500000,16,90,106,6588,0,1,0,0,0,0,0,0,0,0,0,0
文山區,32,75.95,131534,2,2,1,0,0,34,72,106,999,0,0,0,0,0,0,0,0,0,1,0,0
文山區,38,192.24,150229,3,2,2,0,0,7,99,106,2888,0,0,0,0,0,0,0,0,0,1,0,0
文山區,9.37,64.27,175043,5,2,2,0,0,19,87,106,1125,0,0,0,0,0,0,0,0,0,1,0,0
文山區,56.98,195.11,135821,3,2,2,0,0,28,78,106,2650,0,0,0,0,0,0,0,0,0,1,0,0
文山區,27.68,245.95,182163,3,2,2,45.58,2000000,3,103,106,3850,0,0,0,0,0,0,0,0,0,1,0,0
文山區,38.06,138.88,129608,3,2,2,0,0,35,71,106,1800,0,0,0,0,0,0,0,0,0,1,0,0
內湖區,36.09,74.19,202211,2,2,1,0,0,24,82,106,1500,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,19.74,129.47,166718,2,2,2,8.11,0,3,103,106,2158.5,0,0,0,1,0,0,0,0,0,0,0,0
中山區,33.62,82.69,130026,2,1,2,0,0,39,67,106,1075.185,1,0,0,0,0,0,0,0,0,0,0,0
中山區,4.21,25.3,139130,1,1,1,0,0,38,68,106,352,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,17.66,208.33,71521,4,2,2,0,0,3,103,106,1490,0,0,0,1,0,0,0,0,0,0,0,0
中山區,22.05,58.39,162699,3,2,1,0,0,38,68,106,950,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,32.79,185.7,161551,2,1,2,37.34,0,5,101,106,3000,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,35.2,108.52,115186,3,2,2,0,0,32,74,106,1250,0,0,0,1,0,0,0,0,0,0,0,0
大同區,28.86,191.77,194397,3,2,2,38.99,2300000,1,105,106,3200,0,0,0,0,0,0,0,1,0,0,0,0
萬華區,26.41,200.45,202045,3,1,2,26.9,0,1,105,106,4050,0,0,0,0,0,0,0,0,0,0,0,1
北投區,4.2,31.34,108807,1,1,1,0,0,37,69,106,341,0,0,0,0,1,0,0,0,0,0,0,0
松山區,25.1,123.61,214384,3,2,2,0,0,33,73,106,2650,0,0,0,0,0,0,0,0,0,0,1,0
信義區,8.81,62.64,285441,2,2,2,0,0,12,94,106,1788,0,0,1,0,0,0,0,0,0,0,0,0
信義區,30.75,78.44,127486,3,1,1,0,0,44,62,106,1000,0,0,1,0,0,0,0,0,0,0,0,0
信義區,30.75,78.44,127486,3,1,1,0,0,44,62,106,1000,0,0,1,0,0,0,0,0,0,0,0,0
中正區,23.63,64.02,142143,3,2,1,0,0,37,69,106,910,0,1,0,0,0,0,0,0,0,0,0,0
大安區,16.62,87.28,204285,2,2,1,0,0,32,74,106,1783,0,0,0,0,0,0,0,0,1,0,0,0
大安區,23.3,120.64,290119,1,2,1,0,0,5,101,106,3500,0,0,0,0,0,0,0,0,1,0,0,0
中正區,10.66,25.63,138510,2,1,1,0,0,50,56,106,355,0,1,0,0,0,0,0,0,0,0,0,0
文山區,27.46,123.87,150157,3,2,2,46.09,0,18,88,106,1860,0,0,0,0,0,0,0,0,0,1,0,0
大安區,20.73,103.19,106599,3,2,1,0,0,32,74,106,1100,0,0,0,0,0,0,0,0,1,0,0,0
文山區,30.92,72.8,164835,3,2,2,0,0,37,69,106,1200,0,0,0,0,0,0,0,0,0,1,0,0
大安區,22.84,61.72,604342,1,1,1,0,0,46,60,106,3730,0,0,0,0,0,0,0,0,1,0,0,0
北投區,17.89,98.44,140187,2,1,1,0,0,22,84,106,1380,0,0,0,0,1,0,0,0,0,0,0,0
中正區,8.52,32.33,247448,1,1,1,0,0,34,72,106,800,0,1,0,0,0,0,0,0,0,0,0,0
文山區,100.17,194.43,128581,5,2,3,0,0,30,76,106,2500,0,0,0,0,0,0,0,0,0,1,0,0
文山區,35.33,61.59,124391,2,2,1,0,0,22,84,106,766,0,0,0,0,0,0,0,0,0,1,0,0
大同區,4.01,47.47,130609,1,1,1,0,0,21,85,106,620,0,0,0,0,0,0,0,1,0,0,0,0
北投區,31.4,108.32,96935,3,2,2,0,0,37,69,106,1050,0,0,0,0,1,0,0,0,0,0,0,0
士林區,39,82.34,275686,3,2,1,0,0,44,62,106,2270,0,0,0,0,0,0,1,0,0,0,0,0
士林區,78.64,578.75,350089,0,0,0,178.28,12400000,2,104,106,15260,0,0,0,0,0,0,1,0,0,0,0,0
中山區,3.17,34.07,123276,1,1,1,0,0,38,68,106,420,1,0,0,0,0,0,0,0,0,0,0,0
中山區,22.27,254.96,209837,4,2,2,26.65,0,5,101,106,5350,1,0,0,0,0,0,0,0,0,0,0,0
中山區,6.49,37.73,128545,0,0,1,0,0,41,65,106,485,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,9,36.03,219262,1,1,1,0,0,11,95,106,790,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,18.8,79.97,179942,2,2,1,0,0,21,85,106,1439,0,0,0,1,0,0,0,0,0,0,0,0
中山區,2.83,31.01,96743,0,1,1,0,0,33,73,106,300,1,0,0,0,0,0,0,0,0,0,0,0
中山區,20.19,138.59,173028,0,0,0,0,0,40,66,106,2398,1,0,0,0,0,0,0,0,0,0,0,0
中山區,12.22,190.4,236710,3,2,2,33.33,2700000,1,105,106,3988,1,0,0,0,0,0,0,0,0,0,0,0
中山區,12.22,190.4,236710,3,2,2,33.33,2700000,1,105,106,3988,1,0,0,0,0,0,0,0,0,0,0,0
中山區,10.65,170,236336,3,2,2,33.33,2900000,1,105,105,3520,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,23.56,135.91,165183,3,2,2,0,0,33,73,106,2245,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,28.97,107.38,138760,3,2,2,0,0,34,72,106,1490,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,22.02,87.57,104488,4,2,2,14.94,0,18,88,106,915,0,0,0,1,0,0,0,0,0,0,0,0
文山區,27.03,103.83,134836,3,2,2,22.03,0,20,86,106,1400,0,0,0,0,0,0,0,0,0,1,0,0
中正區,9.5,139.82,227435,3,2,2,0,0,9,97,106,3180,0,1,0,0,0,0,0,0,0,0,0,0
文山區,46.83,93.4,147752,3,1,1,0,0,42,64,106,1380,0,0,0,0,0,0,0,0,0,1,0,0
文山區,131.54,173.35,131526,3,2,2,0,0,19,87,106,2280,0,0,0,0,0,0,0,0,0,1,0,0
大同區,4.8,235.23,22106,0,0,0,0,0,22,84,106,520,0,0,0,0,0,0,0,1,0,0,0,0
萬華區,20.12,60.97,131212,3,1,1,0,0,42,64,106,800,0,0,0,0,0,0,0,0,0,0,0,1
中山區,12.85,195.73,53901,3,2,2,33.33,0,1,105,106,1055,1,0,0,0,0,0,0,0,0,0,0,0
中山區,40.52,109.68,259847,3,2,2,0,0,36,70,106,2850,1,0,0,0,0,0,0,0,0,0,0,0
南港區,31.03,258.3,144787,3,2,2,77.82,0,1,105,106,3740,0,0,0,0,0,1,0,0,0,0,0,0
松山區,28,133.52,193978,3,2,1,0,0,15,91,106,2590,0,0,0,0,0,0,0,0,0,0,1,0
南港區,49.22,233.16,179670,3,2,3,28.34,2000000,3,103,106,3880,0,0,0,0,0,1,0,0,0,0,0,0
南港區,29.6,135.73,210180,2,2,1,47.71,2500000,2,104,106,2100,0,0,0,0,0,1,0,0,0,0,0,0
松山區,36.2,124.11,197406,3,2,2,0,0,39,67,106,2450,0,0,0,0,0,0,0,0,0,0,1,0
南港區,48.5,150.3,57884,2,2,2,0,0,43,63,106,870,0,0,0,0,0,1,0,0,0,0,0,0
南港區,49,150.3,58550,3,2,1,0,0,43,63,106,880,0,0,0,0,0,1,0,0,0,0,0,0
南港區,18.08,110.88,159993,3,2,2,0,0,1,105,106,1774,0,0,0,0,0,1,0,0,0,0,0,0
南港區,18.26,122.75,174664,3,2,2,11.31,0,1,105,106,2144,0,0,0,0,0,1,0,0,0,0,0,0
松山區,40,97.5,169231,3,2,2,0,0,34,72,106,1650,0,0,0,0,0,0,0,0,0,0,1,0
南港區,27.43,165.2,211864,3,2,2,15,0,11,95,105,3500,0,0,0,0,0,1,0,0,0,0,0,0
士林區,20.5,73.93,113621,1,2,2,0,0,44,62,106,840,0,0,0,0,0,0,1,0,0,0,0,0
北投區,30.31,106.93,123165,3,2,2,0,0,37,69,106,1317,0,0,0,0,1,0,0,0,0,0,0,0
士林區,33.65,124.9,149560,3,2,2,0,0,33,73,106,1868,0,0,0,0,0,0,1,0,0,0,0,0
北投區,31.25,214.19,207769,3,2,2,39,0,7,99,106,4450,0,0,0,0,1,0,0,0,0,0,0,0
北投區,16.48,90.38,139198,0,0,0,27.52,1850000,4,102,106,1060,0,0,0,0,1,0,0,0,0,0,0,0
北投區,29.32,104.95,100048,3,2,2,0,0,34,72,106,1050,0,0,0,0,1,0,0,0,0,0,0,0
北投區,14.07,86.21,164676,2,1,2,6.66,1800000,12,94,106,1490,0,0,0,0,1,0,0,0,0,0,0,0
北投區,3.94,46.56,96629,1,1,1,40.07,0,8,98,106,450,0,0,0,0,1,0,0,0,0,0,0,0
北投區,7.73,48.48,146452,0,1,1,0,0,2,104,106,710,0,0,0,0,1,0,0,0,0,0,0,0
北投區,23.18,79.92,223724,2,2,1,0,0,12,94,106,1788,0,0,0,0,1,0,0,0,0,0,0,0
北投區,48.31,194.63,161846,3,2,2,14.47,0,2,104,106,3150,0,0,0,0,1,0,0,0,0,0,0,0
北投區,16.52,107.45,130014,0,0,0,0,0,2,104,106,1397,0,0,0,0,1,0,0,0,0,0,0,0
北投區,25.9,227.93,71297,0,0,0,53.01,0,25,81,106,1625,0,0,0,0,1,0,0,0,0,0,0,0
北投區,31.13,111.9,71492,3,2,2,0,0,31,75,106,800,0,0,0,0,1,0,0,0,0,0,0,0
士林區,32,70.41,38347,3,1,2,0,0,46,60,106,270,0,0,0,0,0,0,1,0,0,0,0,0
北投區,38.19,177.08,175052,4,2,2,0,0,15,91,106,3100,0,0,0,0,1,0,0,0,0,0,0,0
北投區,42.16,281.81,110713,4,2,3,0,0,18,88,106,3120,0,0,0,0,1,0,0,0,0,0,0,0
北投區,34.79,160.25,153697,3,2,2,14.47,0,2,104,106,2463,0,0,0,0,1,0,0,0,0,0,0,0
北投區,9.45,51.85,173578,0,0,0,0,0,22,84,106,900,0,0,0,0,1,0,0,0,0,0,0,0
士林區,13.8,64.62,68555,3,2,2,0,0,38,68,106,443,0,0,0,0,0,0,1,0,0,0,0,0
南港區,5.9,47.37,274377,1,1,1,2.07,0,6,100,106,1300,0,0,0,0,0,1,0,0,0,0,0,0
松山區,21.84,93.03,204235,2,2,1,0,0,25,81,106,1900,0,0,0,0,0,0,0,0,0,0,1,0
信義區,55.56,385.01,277051,0,0,0,132.71,5100000,4,102,106,7500,0,0,1,0,0,0,0,0,0,0,0,0
信義區,55.66,387.28,277040,0,0,0,134.97,5100000,4,102,106,7500,0,0,1,0,0,0,0,0,0,0,0,0
信義區,8.48,111.98,220575,3,2,2,0,0,31,75,106,2470,0,0,1,0,0,0,0,0,0,0,0,0
南港區,12.7,126.09,185438,3,2,2,0,0,22,84,106,2338,0,0,0,0,0,1,0,0,0,0,0,0
信義區,8.53,51.32,263055,1,1,1,0,0,11,95,106,1350,0,0,1,0,0,0,0,0,0,0,0,0
信義區,6.81,32.91,230933,1,1,1,0,0,41,65,106,760,0,0,1,0,0,0,0,0,0,0,0,0
信義區,14.83,56.74,81953,2,1,1,0,0,22,84,106,465,0,0,1,0,0,0,0,0,0,0,0,0
信義區,11.58,180.41,195665,3,2,2,0,0,24,82,106,3530,0,0,1,0,0,0,0,0,0,0,0,0
松山區,2.17,22.14,246161,1,0,1,0,0,32,74,106,545,0,0,0,0,0,0,0,0,0,0,1,0
中山區,8.24,118.64,186879,2,2,2,36.65,2300000,1,105,106,1762.2212,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,28.85,105.45,122143,3,2,2,0,0,38,68,106,1288,0,0,0,1,0,0,0,0,0,0,0,0
中山區,13.35,135.48,261720,3,2,2,0,0,1,105,106,3545.7769,1,0,0,0,0,0,0,0,0,0,0,0
中山區,28.88,337.91,275892,4,2,3,59.54,5200000,2,104,106,8200,1,0,0,0,0,0,0,0,0,0,0,0
中山區,28.88,337.91,279125,4,2,3,59.54,5200000,2,104,106,8290,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,112.8,484.33,223706,0,0,0,35.08,6000000,2,104,106,10650,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,45.4,139.69,95211,3,2,2,0,0,29,77,106,1330,0,0,0,1,0,0,0,0,0,0,0,0
中山區,3.1,38.09,93768,1,1,1,0,0,30,76,106,357.1608,1,0,0,0,0,0,0,0,0,0,0,0
中山區,1.88,23.06,93775,1,1,1,0,0,30,76,106,216.2452,1,0,0,0,0,0,0,0,0,0,0,0
中山區,2.54,35.98,93775,1,1,1,0,0,38,68,106,337.4025,1,0,0,0,0,0,0,0,0,0,0,0
中山區,2.82,34.8,93762,1,1,1,0,0,30,76,106,326.2901,1,0,0,0,0,0,0,0,0,0,0,0
中山區,2.82,34.8,93762,1,1,1,0,0,30,76,106,326.2901,1,0,0,0,0,0,0,0,0,0,0,0
中山區,2.35,28.72,93778,1,1,1,0,0,38,68,106,269.3312,1,0,0,0,0,0,0,0,0,0,0,0
中山區,2.91,35.98,93783,1,1,1,0,0,38,68,106,337.4306,1,0,0,0,0,0,0,0,0,0,0,0
中山區,2.82,34.8,93762,1,1,1,0,0,30,76,106,326.2901,1,0,0,0,0,0,0,0,0,0,0,0
中山區,2.16,25.75,93768,1,1,1,0,0,38,68,106,241.4519,1,0,0,0,0,0,0,0,0,0,0,0
中山區,2.16,26.58,93782,1,1,1,0,0,38,68,106,249.2727,1,0,0,0,0,0,0,0,0,0,0,0
萬華區,26.2,150.98,116572,3,2,2,0,0,20,86,106,1760,0,0,0,0,0,0,0,0,0,0,0,1
萬華區,11.36,38.65,98318,1,1,1,0,0,42,64,106,380,0,0,0,0,0,0,0,0,0,0,0,1
中正區,3.31,15.27,130890,0,0,0,0,0,36,70,106,200,0,1,0,0,0,0,0,0,0,0,0,0
文山區,17.44,77.92,47100,3,1,1,0,0,21,85,106,367,0,0,0,0,0,0,0,0,0,1,0,0
文山區,12.99,131.1,226635,2,1,1,41.97,1800000,1,105,106,2200,0,0,0,0,0,0,0,0,0,1,0,0
文山區,11.21,118.4,231584,2,1,1,41.97,1800000,1,105,106,1950,0,0,0,0,0,0,0,0,0,1,0,0
文山區,38,192.24,139409,3,2,1,0,0,7,99,106,2680,0,0,0,0,0,0,0,0,0,1,0,0
文山區,15.62,72.29,139715,2,2,2,0,0,5,101,106,1010,0,0,0,0,0,0,0,0,0,1,0,0
中山區,20.94,211.86,196734,4,2,2,0,0,31,75,106,4168,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,4.86,40.85,188494,1,1,1,0,0,22,84,106,770,0,0,0,1,0,0,0,0,0,0,0,0
中山區,14,57.28,168994,3,2,1,0,0,40,66,106,968,1,0,0,0,0,0,0,0,0,0,0,0
萬華區,15.97,60.36,106030,2,1,1,0,0,35,71,106,640,0,0,0,0,0,0,0,0,0,0,0,1
中正區,51,153.42,187720,4,2,2,0,0,50,56,106,2880,0,1,0,0,0,0,0,0,0,0,0,0
北投區,8.55,85.55,145559,0,1,1,36.91,1800000,2,104,106,888,0,0,0,0,1,0,0,0,0,0,0,0
北投區,77.56,167.29,132610,3,2,2,30.94,1800000,22,84,106,1988,0,0,0,0,1,0,0,0,0,0,0,0
松山區,2.12,25.1,199203,1,1,1,0,0,34,72,106,500,0,0,0,0,0,0,0,0,0,0,1,0
北投區,23.77,198.18,209012,5,2,2,29.3,2500000,8,98,106,3780,0,0,0,0,1,0,0,0,0,0,0,0
大安區,22.85,117.67,205660,3,2,2,0,0,31,75,106,2420,0,0,0,0,0,0,0,0,1,0,0,0
信義區,34.5,91.24,164402,3,1,1,0,0,40,66,106,1500,0,0,1,0,0,0,0,0,0,0,0,0
信義區,12.63,73.87,365236,2,1,2,0,0,12,94,106,2698,0,0,1,0,0,0,0,0,0,0,0,0
內湖區,12.32,48.43,196159,1,2,1,0,0,18,88,106,950,0,0,0,1,0,0,0,0,0,0,0,0
中山區,18.9,124.33,211770,2,2,2,18.98,1800000,9,97,106,2411,1,0,0,0,0,0,0,0,0,0,0,0
中山區,27.05,265.78,260366,4,2,3,0,0,7,99,106,6920,1,0,0,0,0,0,0,0,0,0,0,0
大安區,40,118.97,226948,6,2,4,0,0,20,86,106,2700,0,0,0,0,0,0,0,0,1,0,0,0
中正區,2.74,43.49,190848,1,1,1,0,0,23,83,106,830,0,1,0,0,0,0,0,0,0,0,0,0
大同區,21,75.18,43845,3,1,1,0,0,38,68,106,329.63,0,0,0,0,0,0,0,1,0,0,0,0
中正區,11.87,40.13,214304,1,1,1,0,0,20,86,106,860,0,1,0,0,0,0,0,0,0,0,0,0
文山區,10.7,43.44,153315,1,1,1,0,0,23,83,106,666,0,0,0,0,0,0,0,0,0,1,0,0
文山區,17.17,53.7,141527,1,1,1,0,0,13,93,106,760,0,0,0,0,0,0,0,0,0,1,0,0
中山區,21.04,78.91,164745,3,2,2,0,0,35,71,106,1300,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,14.33,73.69,173701,3,2,2,0,0,12,94,106,1280,0,0,0,1,0,0,0,0,0,0,0,0
大安區,9.37,119.18,212116,3,2,2,0,0,35,71,106,2528,0,0,0,0,0,0,0,0,1,0,0,0
大安區,13.61,96.77,261265,4,0,4,0,0,31,75,106,2528,0,0,0,0,0,0,0,0,1,0,0,0
大安區,8.15,84.35,262004,2,2,1,0,0,34,72,106,2210,0,0,0,0,0,0,0,0,1,0,0,0
大安區,19.39,101.04,191805,3,2,1,0,0,32,74,106,1938,0,0,0,0,0,0,0,0,1,0,0,0
大安區,16.29,64.14,318054,1,1,1,0,0,16,90,106,2040,0,0,0,0,0,0,0,0,1,0,0,0
大安區,55.9,250.85,351406,3,2,2,41.69,4000000,5,101,106,7750,0,0,0,0,0,0,0,0,1,0,0,0
大安區,1.8,13.85,52635,0,0,0,0,0,36,70,106,72.9,0,0,0,0,0,0,0,0,1,0,0,0
士林區,18.5,136.77,127952,2,2,1,31.95,0,10,96,106,1750,0,0,0,0,0,0,1,0,0,0,0,0
北投區,13.42,191.3,253878,3,2,2,26.26,3100000,0,106,102,4500,0,0,0,0,1,0,0,0,0,0,0,0
北投區,13.29,198.69,254165,3,2,2,28.37,0,0,106,102,5050,0,0,0,0,1,0,0,0,0,0,0,0
內湖區,7.54,55.04,272166,1,1,1,0,0,7,99,106,1498,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,30.8,195.76,185474,3,2,2,42.1,2500000,4,102,106,3100,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,27.94,106.15,114932,4,2,2,0,0,31,75,106,1220,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,26.47,100.05,113943,3,2,2,0,0,32,74,106,1140,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,0,102.92,40808,4,2,3,0,0,34,72,106,420,0,0,0,1,0,0,0,0,0,0,0,0
中山區,33.5,96.46,124404,3,2,2,0,0,41,65,106,1200,1,0,0,0,0,0,0,0,0,0,0,0
萬華區,14,72.76,75591,4,3,3,0,0,40,66,106,550,0,0,0,0,0,0,0,0,0,0,0,1
萬華區,19.12,153.47,104255,3,2,1,0,0,23,83,106,1600,0,0,0,0,0,0,0,0,0,0,0,1
文山區,53.61,378.54,193122,3,2,2,121.2,7800000,2,104,106,5750,0,0,0,0,0,0,0,0,0,1,0,0
文山區,9.84,140.09,79567,2,2,2,0,0,2,104,106,1114.6529,0,0,0,0,0,0,0,0,0,1,0,0
文山區,12.48,65.2,125767,1,1,1,0,0,20,86,106,820,0,0,0,0,0,0,0,0,0,1,0,0
大同區,8.4,36.36,143014,1,1,1,0,0,22,84,106,520,0,0,0,0,0,0,0,1,0,0,0,0
大安區,22,91.72,196249,3,2,2,0,0,32,74,106,1800,0,0,0,0,0,0,0,0,1,0,0,0
內湖區,19,57.98,86237,2,1,1,0,0,38,68,106,500,0,0,0,1,0,0,0,0,0,0,0,0
大安區,16.31,168.83,278150,0,2,1,0,0,35,71,106,4696,0,0,0,0,0,0,0,0,1,0,0,0
大安區,8.77,36.12,359911,1,1,1,0,0,10,96,106,1300,0,0,0,0,0,0,0,0,1,0,0,0
士林區,63.12,324.23,238259,4,2,3,76.6,6000000,14,92,106,6500,0,0,0,0,0,0,1,0,0,0,0,0
士林區,13.31,120.1,191507,3,2,2,0,0,33,73,106,2300,0,0,0,0,0,0,1,0,0,0,0,0
北投區,34,66.08,75666,2,1,1,0,0,50,56,106,500,0,0,0,0,1,0,0,0,0,0,0,0
松山區,3.8,49.17,341672,2,2,1,0,0,11,95,106,1680,0,0,0,0,0,0,0,0,0,0,1,0
萬華區,32.54,178.26,140252,3,1,2,0,0,13,93,106,2500,0,0,0,0,0,0,0,0,0,0,0,1
萬華區,22.09,102.98,145659,1,1,1,0,0,46,60,106,1500,0,0,0,0,0,0,0,0,0,0,0,1
中山區,4.69,50.43,178465,2,1,1,0,0,35,71,106,900,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,41.16,219.46,184622,3,2,2,48.57,1650000,1,105,106,3320,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,4.43,44.7,183445,1,1,1,0,0,10,96,106,820,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,22.52,83.04,198699,0,0,0,0,0,25,81,106,1650,0,0,0,1,0,0,0,0,0,0,0,0
文山區,13.37,29.15,118353,1,1,1,0,0,21,85,106,345,0,0,0,0,0,0,0,0,0,1,0,0
中正區,4.84,40.62,148941,0,0,0,0,0,36,70,106,605,0,1,0,0,0,0,0,0,0,0,0,0
中正區,7.08,146.59,211815,0,1,1,0,0,27,79,106,3105,0,1,0,0,0,0,0,0,0,0,0,0
萬華區,23.6,98.73,136737,3,1,1,0,0,35,71,106,1350,0,0,0,0,0,0,0,0,0,0,0,1
萬華區,1.88,19.06,102833,1,0,1,0,0,37,69,106,196,0,0,0,0,0,0,0,0,0,0,0,1
大同區,15.25,159.67,197622,3,2,2,16.72,1550000,1,105,106,2980,0,0,0,0,0,0,0,1,0,0,0,0
大同區,18.37,178.95,170718,2,2,2,13.35,0,6,100,106,3055,0,0,0,0,0,0,0,1,0,0,0,0
中正區,12.45,80.28,271550,0,0,0,17.43,0,2,104,106,2180,0,1,0,0,0,0,0,0,0,0,0,0
中山區,8.66,87.9,255404,2,1,1,0,0,1,105,106,2245,1,0,0,0,0,0,0,0,0,0,0,0
中山區,19.04,135.79,162015,3,2,2,0,0,29,77,106,2200,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,7.9,99.93,30018,1,0,1,41.43,0,7,99,106,300,0,0,0,1,0,0,0,0,0,0,0,0
中山區,0,43.16,122799,1,1,1,0,0,18,88,106,530,1,0,0,0,0,0,0,0,0,0,0,0
信義區,4.5,56.25,46222,0,0,0,0,0,37,69,106,260,0,0,1,0,0,0,0,0,0,0,0,0
信義區,25.99,97.52,172272,1,1,1,0,0,30,76,106,1680,0,0,1,0,0,0,0,0,0,0,0,0
信義區,27.9,121.62,134024,3,2,2,0,0,35,71,106,1630,0,0,1,0,0,0,0,0,0,0,0,0
士林區,33.73,118.16,120007,3,2,2,0,0,32,74,106,1418,0,0,0,0,0,0,1,0,0,0,0,0
士林區,26.75,79.8,48872,3,0,2,0,0,42,64,106,390,0,0,0,0,0,0,1,0,0,0,0,0
士林區,43,68.86,95992,3,1,1,0,0,45,61,106,661,0,0,0,0,0,0,1,0,0,0,0,0
北投區,25.09,90.31,92570,3,2,1,0,0,35,71,106,836,0,0,0,0,1,0,0,0,0,0,0,0
士林區,11.71,29.48,122117,1,1,1,0,0,47,59,106,360,0,0,0,0,0,0,1,0,0,0,0,0
士林區,30.56,113.94,298227,0,3,2,0,0,33,73,106,3398,0,0,0,0,0,0,1,0,0,0,0,0
士林區,78.56,701.68,484018,0,0,0,109.76,14400000,1,105,106,30090,0,0,0,0,0,0,1,0,0,0,0,0
士林區,78.33,700.07,484000,0,0,0,109.76,14700000,1,105,106,30041,0,0,0,0,0,0,1,0,0,0,0,0
士林區,36.15,128.42,136272,4,2,2,0,0,38,68,106,1750,0,0,0,0,0,0,1,0,0,0,0,0
士林區,18.14,161.71,115021,3,2,2,32.12,0,1,105,106,1860,0,0,0,0,0,0,1,0,0,0,0,0
北投區,53.98,202.35,143711,3,2,2,0,0,23,83,106,2908,0,0,0,0,1,0,0,0,0,0,0,0
北投區,50.6,331.99,214082,4,2,2,83.02,5100000,1,105,106,5840,0,0,0,0,1,0,0,0,0,0,0,0
北投區,22.3,63.72,86315,0,0,0,0,0,41,65,106,550,0,0,0,0,1,0,0,0,0,0,0,0
信義區,26.67,110.05,216265,3,2,2,0,0,30,76,106,2380,0,0,1,0,0,0,0,0,0,0,0,0
信義區,23.69,119.87,172687,3,2,2,0,0,28,78,106,2070,0,0,1,0,0,0,0,0,0,0,0,0
松山區,26.04,157.28,170397,4,2,2,0,0,36,70,106,2680,0,0,0,0,0,0,0,0,0,0,1,0
松山區,44.34,385.46,213070,4,1,1,0,2500000,39,67,106,8213,0,0,0,0,0,0,0,0,0,0,1,0
內湖區,10.2,66.51,221019,1,1,1,0,0,2,104,106,1470,0,0,0,1,0,0,0,0,0,0,0,0
中山區,13.57,172.73,252572,3,2,2,36.65,2900000,1,105,106,3727,1,0,0,0,0,0,0,0,0,0,0,0
中山區,13.07,183.25,258749,3,2,2,52.45,2500000,1,105,106,3634.4305,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,24.07,175.3,158015,3,2,2,37.25,0,1,105,106,2770,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,15.98,124.02,128044,3,2,2,0,0,34,72,106,1588,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,39.54,221.09,309829,0,0,0,0,0,9,97,106,6850,0,0,0,1,0,0,0,0,0,0,0,0
大同區,23.94,127.27,171682,4,2,2,0,0,31,75,106,2185,0,0,0,0,0,0,0,1,0,0,0,0
中正區,29,108.2,166359,0,1,1,0,0,28,78,106,1800,0,1,0,0,0,0,0,0,0,0,0,0
文山區,47.03,314.41,153823,3,1,3,79.4,3800000,3,103,106,3995,0,0,0,0,0,0,0,0,0,1,0,0
文山區,71.42,131.84,113774,3,2,2,0,0,14,92,106,1500,0,0,0,0,0,0,0,0,0,1,0,0
文山區,33.02,138.56,72171,3,1,1,0,0,33,73,106,1000,0,0,0,0,0,0,0,0,0,1,0,0
文山區,25.29,140.11,57098,1,1,1,33.56,0,23,83,106,800,0,0,0,0,0,0,0,0,0,1,0,0
文山區,21.79,199.01,150746,3,2,2,38.62,0,3,103,106,3000,0,0,0,0,0,0,0,0,0,1,0,0
中正區,34.67,143.3,15352,4,2,2,0,0,37,69,106,220,0,1,0,0,0,0,0,0,0,0,0,0
文山區,9.24,37.75,198675,1,0,1,0,0,8,98,106,750,0,0,0,0,0,0,0,0,0,1,0,0
文山區,59,100.38,157402,2,2,1,0,0,34,72,106,1580,0,0,0,0,0,0,0,0,0,1,0,0
內湖區,40.6,125.97,162737,3,3,2,0,0,29,77,106,2050,0,0,0,1,0,0,0,0,0,0,0,0
