鄉鎮市區,土地移轉總面積平方公尺,建物移轉總面積平方公尺,單價每平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,車位移轉總面積平方公尺,車位總價元,屋齡,建築完成年,交易年,總價元,中山區,中正區,信義區,內湖區,北投區,南港區,士林區,大同區,大安區,文山區,松山區,萬華區
內湖區,22.6,75.09,167133,3,2,2,0,0,38,68,106,1255,0,0,0,1,0,0,0,0,0,0,0,0
中山區,47.09,155.72,175315,3,2,2,0,0,17,89,106,2730,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,26.66,95.18,120824,3,2,1,0,0,38,68,106,1150,0,0,0,1,0,0,0,0,0,0,0,0
中山區,29.2,100.77,193510,3,2,1,0,0,40,66,106,1950,1,0,0,0,0,0,0,0,0,0,0,0
萬華區,12.1,70.01,101843,2,2,1,0,0,38,68,106,713,0,0,0,0,0,0,0,0,0,0,0,1
松山區,6.69,66.56,82645,0,0,0,0,0,36,70,106,550,0,0,0,0,0,0,0,0,0,0,1,0
松山區,4.4,55.77,227004,2,1,1,0,0,28,78,106,1266,0,0,0,0,0,0,0,0,0,0,1,0
松山區,29.77,138.36,189361,3,2,1,0,0,15,91,106,2620,0,0,0,0,0,0,0,0,0,0,1,0
士林區,28.3,131.78,135832,3,2,2,0,0,40,66,106,1790,0,0,0,0,0,0,1,0,0,0,0,0
松山區,4.96,53.56,74683,0,0,0,0,0,36,70,106,400,0,0,0,0,0,0,0,0,0,0,1,0
大安區,26.04,182.71,286377,3,2,2,44.78,3500000,27,79,106,4300,0,0,0,0,0,0,0,0,1,0,0,0
萬華區,19.99,115.18,89425,3,2,2,0,0,38,68,106,1030,0,0,0,0,0,0,0,0,0,0,0,1
大安區,8.7,89.74,280811,1,1,1,0,0,9,97,106,2520,0,0,0,0,0,0,0,0,1,0,0,0
大安區,24.7,167.3,254617,4,1,2,2.71,0,31,75,106,4260,0,0,0,0,0,0,0,0,1,0,0,0
大安區,7.6,95.89,269893,1,2,2,0,0,35,71,106,2588,0,0,0,0,0,0,0,0,1,0,0,0
大安區,25.57,124.05,201370,3,2,2,0,0,35,71,106,2498,0,0,0,0,0,0,0,0,1,0,0,0
大安區,10.68,68.12,177628,2,1,1,0,0,33,73,106,1210,0,0,0,0,0,0,0,0,1,0,0,0
大安區,31.89,167.33,398802,2,2,2,7.1,4600000,1,105,106,6850,0,0,0,0,0,0,0,0,1,0,0,0
士林區,34.81,129.52,131254,3,2,2,0,0,31,75,106,1700,0,0,0,0,0,0,1,0,0,0,0,0
北投區,55.64,187.44,186193,4,2,2,0,0,14,92,106,3490,0,0,0,0,1,0,0,0,0,0,0,0
中正區,36.8,168.96,95765,3,2,1,0,0,34,72,106,1618.04,0,1,0,0,0,0,0,0,0,0,0,0
文山區,20.31,83.62,155465,4,2,2,0,0,33,73,106,1300,0,0,0,0,0,0,0,0,0,1,0,0
內湖區,25.61,75.35,119443,2,2,1,0,0,32,74,106,900,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,42.29,98.8,126518,3,2,2,0,0,23,83,106,1250,0,0,0,1,0,0,0,0,0,0,0,0
中山區,17.31,99.94,294272,1,1,1,42.85,2500000,9,97,106,1930,1,0,0,0,0,0,0,0,0,0,0,0
北投區,9.29,140.75,247973,2,2,1,39.61,2800000,4,102,106,2788,0,0,0,0,1,0,0,0,0,0,0,0
北投區,35.17,127.74,105683,3,2,2,0,0,33,73,106,1350,0,0,0,0,1,0,0,0,0,0,0,0
信義區,44.54,224.7,266133,3,2,2,37.54,0,26,80,106,5980,0,0,1,0,0,0,0,0,0,0,0,0
松山區,21.02,209.38,168115,5,2,3,0,0,34,72,106,3520,0,0,0,0,0,0,0,0,0,0,1,0
大同區,13,115.24,53801,1,1,1,0,0,30,76,106,620,0,0,0,0,0,0,0,1,0,0,0,0
大同區,4.78,28.86,173250,1,1,1,0,0,10,96,106,500,0,0,0,0,0,0,0,1,0,0,0,0
萬華區,11.86,31.18,134702,1,1,1,0,0,42,64,106,420,0,0,0,0,0,0,0,0,0,0,0,1
大同區,24.38,320.14,273291,0,0,0,32.9,2500000,5,101,106,8100,0,0,0,0,0,0,0,1,0,0,0,0
萬華區,25.75,63.04,107868,2,2,1,0,0,37,69,106,680,0,0,0,0,0,0,0,0,0,0,0,1
萬華區,3.46,51.23,191294,1,1,1,0,0,1,105,106,980,0,0,0,0,0,0,0,0,0,0,0,1
中山區,4.25,45.18,235724,1,1,1,0,0,13,93,106,1065,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,24.81,99.2,142137,3,2,1,0,0,33,73,106,1410,0,0,0,1,0,0,0,0,0,0,0,0
中山區,47.09,155.66,157394,3,2,2,0,0,17,89,106,2450,1,0,0,0,0,0,0,0,0,0,0,0
中山區,4.46,40.07,139755,1,1,1,0,0,35,71,106,560,1,0,0,0,0,0,0,0,0,0,0,0
中山區,7.47,36.77,190373,1,1,1,0,0,17,89,106,700,1,0,0,0,0,0,0,0,0,0,0,0
文山區,35.6,189.73,191016,3,2,2,33.46,2150000,3,103,106,3200,0,0,0,0,0,0,0,0,0,1,0,0
文山區,39.82,133.94,150814,3,2,2,0,0,24,82,106,2020,0,0,0,0,0,0,0,0,0,1,0,0
文山區,43.88,158.43,128132,3,2,2,0,0,24,82,106,2030,0,0,0,0,0,0,0,0,0,1,0,0
萬華區,3.2,32,224375,0,1,1,0,0,11,95,106,718,0,0,0,0,0,0,0,0,0,0,0,1
萬華區,1.88,19.1,112565,1,1,1,0,0,40,66,106,215,0,0,0,0,0,0,0,0,0,0,0,1
萬華區,32.08,126.85,92235,3,2,2,0,0,31,75,106,1170,0,0,0,0,0,0,0,0,0,0,0,1
萬華區,29.15,151.71,146332,3,2,2,0,0,26,80,106,2220,0,0,0,0,0,0,0,0,0,0,0,1
萬華區,19.79,62.65,127694,4,0,4,0,0,33,73,106,800,0,0,0,0,0,0,0,0,0,0,0,1
中山區,17.69,230.14,258840,4,2,2,52.45,3000000,1,105,106,4899.3241,1,0,0,0,0,0,0,0,0,0,0,0
中山區,8.87,140.73,259570,2,1,1,52.45,2370000,1,105,106,2528.4805,1,0,0,0,0,0,0,0,0,0,0,0
中山區,4.08,34.7,67723,0,0,0,0,0,38,68,106,235,1,0,0,0,0,0,0,0,0,0,0,0
中山區,10.38,56.77,211379,2,1,1,0,0,21,85,106,1200,1,0,0,0,0,0,0,0,0,0,0,0
中山區,51.51,225.1,235451,4,2,2,39.12,0,11,95,106,5300,1,0,0,0,0,0,0,0,0,0,0,0
內湖區,44.63,119.76,141116,3,2,1,0,0,20,86,106,1690,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,9.76,74.37,154632,1,2,1,0,0,34,72,106,1150,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,78.02,731.4,172218,0,0,0,163.4,0,1,105,106,12596,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,53.94,192.99,165812,3,2,2,0,0,11,95,106,3200,0,0,0,1,0,0,0,0,0,0,0,0
內湖區,48.42,287.77,333600,0,0,0,0,0,1,105,106,9600,0,0,0,1,0,0,0,0,0,0,0,0
南港區,17.11,62.94,95329,1,1,1,0,0,24,82,106,600,0,0,0,0,0,1,0,0,0,0,0,0
信義區,23.9,90.61,65140,3,2,1,0,0,40,66,106,590.23,0,0,1,0,0,0,0,0,0,0,0,0
南港區,47.87,293.2,267394,0,0,0,0,0,1,105,106,7840,0,0,0,0,0,1,0,0,0,0,0,0
南港區,20.43,91.51,201071,3,2,2,0,0,30,76,106,1840,0,0,0,0,0,1,0,0,0,0,0,0
松山區,17.76,106.98,172930,3,2,1,0,0,36,70,106,1850,0,0,0,0,0,0,0,0,0,0,1,0
信義區,10.91,72.04,105497,1,1,1,0,0,21,85,106,760,0,0,1,0,0,0,0,0,0,0,0,0
松山區,41.75,109.27,256246,4,2,3,0,0,45,61,106,2800,0,0,0,0,0,0,0,0,0,0,1,0
南港區,53.42,340.3,206524,0,0,0,29.44,2300000,2,104,106,6650,0,0,0,0,0,1,0,0,0,0,0,0
士林區,22.23,80.77,167141,2,2,1,0,0,29,77,106,1350,0,0,0,0,0,0,1,0,0,0,0,0
士林區,1.16,3.86,184220,0,0,0,0,0,44,62,106,71.1091,0,0,0,0,0,0,1,0,0,0,0,0
士林區,17.11,130.76,192719,2,2,1,0,0,9,97,106,2520,0,0,0,0,0,0,1,0,0,0,0,0
士林區,33.6,110.47,162940,3,2,1,0,0,38,68,106,1800,0,0,0,0,0,0,1,0,0,0,0,0
北投區,7.73,53.06,146061,0,0,0,0,0,8,98,106,775,0,0,0,0,1,0,0,0,0,0,0,0
士林區,47.45,415.89,197889,3,2,2,134.88,0,3,103,106,8230,0,0,0,0,0,0,1,0,0,0,0,0
